accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13740355	SRP307019	new	PRJNA695570	SAMN17618976	M1088_1F_1A	M1088-1F-1A_pair1.fastq.gz	M1088-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1088, timepoint 1	M1088_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740354	SRP307019	new	PRJNA695570	SAMN17618977	C1089_1F_1A	C1089-1F-1A_pair1.fastq.gz	C1089-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1089, timepoint 1	C1089_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740352	SRP307019	new	PRJNA695570	SAMN17618978	C0661_3F_1A	C0661-3F-1A_pair1.fastq.gz	C0661-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 661, timepoint 3	C0661_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740351	SRP307019	new	PRJNA695570	SAMN17618979	M1097_1F_1A	M1097-1F-1A_pair1.fastq.gz	M1097-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1097, timepoint 1	M1097_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740350	SRP307019	new	PRJNA695570	SAMN17618980	M1109_1F_1A	M1109-1F-1A_pair1.fastq.gz	M1109-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1109, timepoint 1	M1109_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740349	SRP307019	new	PRJNA695570	SAMN17618981	M1124_1F_1A	M1124-1F-1A_pair1.fastq.gz	M1124-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1124, timepoint 1	M1124_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740348	SRP307019	new	PRJNA695570	SAMN17618982	C0514_2F_1A	C0514-2F-1A_pair1.fastq.gz	C0514-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 514, timepoint 2	C0514_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740347	SRP307019	new	PRJNA695570	SAMN17618983	M1096_2F_1A	M1096-2F-1A_pair1.fastq.gz	M1096-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1096, timepoint 2	M1096_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740346	SRP307019	new	PRJNA695570	SAMN17618984	C1136_1F_1A	C1136-1F-1A_pair1.fastq.gz	C1136-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1136, timepoint 1	C1136_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740345	SRP307019	new	PRJNA695570	SAMN17618985	M1058_2F_1A	M1058-2F-1A_pair1.fastq.gz	M1058-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1058, timepoint 2	M1058_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740344	SRP307019	new	PRJNA695570	SAMN17618986	C0537_3F_1A	C0537-3F-1A_pair1.fastq.gz	C0537-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 537, timepoint 3	C0537_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740343	SRP307019	new	PRJNA695570	SAMN17618987	C0642_2F_1A	C0642-2F-1A_pair1.fastq.gz	C0642-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 642, timepoint 2	C0642_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740341	SRP307019	new	PRJNA695570	SAMN17618988	C0915_3F_1A	C0915-3F-1A_pair1.fastq.gz	C0915-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 915, timepoint 3	C0915_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740340	SRP307019	new	PRJNA695570	SAMN17618989	M1086_2F_1A	M1086-2F-1A_pair1.fastq.gz	M1086-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1086, timepoint 2	M1086_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740339	SRP307019	new	PRJNA695570	SAMN17618990	M1142_1F_1A	M1142-1F-1A_pair1.fastq.gz	M1142-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1142, timepoint 1	M1142_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740338	SRP307019	new	PRJNA695570	SAMN17618991	C0880_4F_1A	C0880-4F-1A_pair1.fastq.gz	C0880-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 880, timepoint 4	C0880_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740337	SRP307019	new	PRJNA695570	SAMN17618992	M1066_2F_1A	M1066-2F-1A_pair1.fastq.gz	M1066-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1066, timepoint 2	M1066_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740336	SRP307019	new	PRJNA695570	SAMN17618993	C0202_7F_1A	C0202-7F-1A_pair1.fastq.gz	C0202-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 202, timepoint 7	C0202_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740335	SRP307019	new	PRJNA695570	SAMN17618994	C0871_2F_1A	C0871-2F-1A_pair1.fastq.gz	C0871-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 871, timepoint 2	C0871_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740334	SRP307019	new	PRJNA695570	SAMN17618995	M1087_2F_1A	M1087-2F-1A_pair1.fastq.gz	M1087-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1087, timepoint 2	M1087_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740333	SRP307019	new	PRJNA695570	SAMN17618996	M1147_1F_1A	M1147-1F-1A_pair1.fastq.gz	M1147-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1147, timepoint 1	M1147_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740332	SRP307019	new	PRJNA695570	SAMN17618997	M1170_1F_1A	M1170-1F-1A_pair1.fastq.gz	M1170-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1170, timepoint 1	M1170_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740330	SRP307019	new	PRJNA695570	SAMN17618998	M1091_1F_1A	M1091-1F-1A_pair1.fastq.gz	M1091-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1091, timepoint 1	M1091_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740329	SRP307019	new	PRJNA695570	SAMN17618999	M1160_1F_1A	M1160-1F-1A_pair1.fastq.gz	M1160-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1160, timepoint 1	M1160_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740328	SRP307019	new	PRJNA695570	SAMN17619000	M1060_2F_1A	M1060-2F-1A_pair1.fastq.gz	M1060-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1060, timepoint 2	M1060_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740327	SRP307019	new	PRJNA695570	SAMN17619001	M1140_1F_1A	M1140-1F-1A_pair1.fastq.gz	M1140-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1140, timepoint 1	M1140_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740326	SRP307019	new	PRJNA695570	SAMN17619002	M1145_1F_1A	M1145-1F-1A_pair1.fastq.gz	M1145-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1145, timepoint 1	M1145_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740325	SRP307019	new	PRJNA695570	SAMN17619003	M1150_1F_1A	M1150-1F-1A_pair1.fastq.gz	M1150-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1150, timepoint 1	M1150_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740324	SRP307019	new	PRJNA695570	SAMN17619004	C0855_4F_1A	C0855-4F-1A_pair1.fastq.gz	C0855-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 855, timepoint 4	C0855_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740323	SRP307019	new	PRJNA695570	SAMN17619005	M1082_2F_1A	M1082-2F-1A_pair1.fastq.gz	M1082-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1082, timepoint 2	M1082_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740322	SRP307019	new	PRJNA695570	SAMN17619006	M1041_2F_1A	M1041-2F-1A_pair1.fastq.gz	M1041-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1041, timepoint 2	M1041_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740321	SRP307019	new	PRJNA695570	SAMN17619007	C0456_4F_1A	C0456-4F-1A_pair1.fastq.gz	C0456-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 456, timepoint 4	C0456_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740319	SRP307019	new	PRJNA695570	SAMN17619008	M1043_3F_1A	M1043-3F-1A_pair1.fastq.gz	M1043-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1043, timepoint 3	M1043_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740318	SRP307019	new	PRJNA695570	SAMN17619009	C0450_3F_1A	C0450-3F-1A_pair1.fastq.gz	C0450-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 450, timepoint 3	C0450_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740317	SRP307019	new	PRJNA695570	SAMN17619010	C0863_4F_1A	C0863-4F-1A_pair1.fastq.gz	C0863-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 863, timepoint 4	C0863_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740316	SRP307019	new	PRJNA695570	SAMN17619011	C0879_2F_1A	C0879-2F-1A_pair1.fastq.gz	C0879-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 879, timepoint 2	C0879_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740315	SRP307019	new	PRJNA695570	SAMN17619012	C0932_3F_1A	C0932-3F-1A_pair1.fastq.gz	C0932-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 932, timepoint 3	C0932_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740314	SRP307019	new	PRJNA695570	SAMN17619013	M1103_2F_1A	M1103-2F-1A_pair1.fastq.gz	M1103-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1103, timepoint 2	M1103_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740313	SRP307019	new	PRJNA695570	SAMN17619014	C1171_1F_1A	C1171-1F-1A_pair1.fastq.gz	C1171-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1171, timepoint 1	C1171_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
